id,title,caption,topic,country,model_source,generated_image_path,quality_tier,eval_image_1,eval_image_2,eval_image_3,eval_title_1,eval_title_2,eval_title_3,user_1,user_2,user_3,eval_count,final_score_image,final_score_title
203.0,تحذيرات أممية من تفاقم أزمة نقص أدوية السرطان في سوريا,ممرضة سورية تتفقد رفوف أدوية شبه فارغة في صيدلية مستشفى بدمشق، في إشارة إلى الأزمة المستمرة في توفر اللوازم الطبية.,صحة,سوريا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1686.png,standard,,,,,,,,,,0,,
208.0,"""صور"" تنتظر مركزاً رياضياً متعدد الأغراض بتمويل أوروبي لدعم المواهب الشابة",تصميم متوقع للمركز الرياضي الجديد في مدينة صور جنوب لبنان، يظهر ملاعب ومرافق حديثة (صورة افتراضية من الجهة الممولة),رياضة,لبنان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1691.png,standard,,,,,,,,,,0,,
209.0,موريتانيا تستضيف قمة إقليمية عاجلة لبحث التحديات الأمنية في منطقة الساحل الكبير,قادة دول الساحل الخمس خلال اجتماع سابق لمناقشة التنسيق الأمني (رويترز-أرشيفية),سياسة,موريتانيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1692.png,low,,,,,,,,,,0,,
214.0,أهالي الداخلية يتعاونون لإحياء الأسواق التقليدية ودعم الحرفيين في مبادرة مجتمعية فريدة,لقطة لمجموعة من الحرفيين العُمانيين يعرضون منتجاتهم التقليدية داخل سوق تاريخي تم تجديده، مع حضور واسع للزوار (وكالة الأنباء العمانية).,مجتمع,عُمان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1697.png,high,,,,,,,,,,0,,
215.0,ليبيا تكشف عن خطة استراتيجية لتعزيز قدرتها في الطاقة الشمسية لتأمين إمدادات الكهرباء,مهندس ليبي يشرح مشروع محطة طاقة شمسية واسعة النطاق في منطقة صحراوية جنوب البلاد، تظهر في الخلفية صفوف طويلة من الألواح الشمسية المثبتة حديثًا (رويترز).,طاقة,ليبيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1698.png,standard,,,,,,,,,,0,,
220.0,مأساة نهرية في البصرة.. غرق عبّارة يخلّف عشرات الضحايا والمفقودين,فرق الإنقاذ والدفاع المدني تواصل البحث عن مفقودين في مياه شط العرب بالبصرة بعد حادث غرق عبّارة كانت تقل عمالاً (الدفاع المدني العراقي),حوادث,العراق,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1703.png,standard,,,,,,,,,,0,,
221.0,قطر تدشن برنامجاً وطنياً لتعزيز الاستثمار في قطاعات الاقتصاد الأخضر,وزير التجارة والصناعة القطري يلقي كلمة خلال مؤتمر اقتصادي جديد في الدوحة (قنا),اقتصاد,قطر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1704.png,standard,,,,,,,,,,0,,
226.0,جيبوتي تدشن مرحلة جديدة في مشروعها الحراري الأرضي لخفض الاعتماد على الوقود الأحفوري,"مهندسون وفنيون يشرفون على أعمال الحفر في موقع مشروع ""غوبيت"" للطاقة الحرارية الأرضية بجيبوتي، مع تصاعد أعمدة البخار من إحدى الآبار الجديدة (الفرنسية)",اقتصاد,جيبوتي,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1709.png,standard,,,,,,,,,,0,,
227.0,"جيبوتي تطلق مهرجاناً دولياً لإحياء فنون السرد الشعبي ""الحسانية""",روائي سوداني يشارك في جلسة حكي شعبي ضمن فعاليات مهرجان ثقافي سابق بجيبوتي (الأناضول),ثقافة,جيبوتي,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1710.png,standard,,,,,,,,,,0,,
232.0,طرقات وعرة ومخاطر متزايدة: نساء المناطق النائية بالمغرب يدفعن ثمن نقص الرعاية الصحية,امرأة حامل تُنقل على متن مركبة غير مخصصة للإسعاف عبر طريق جبلي وعر في منطقة نائية بإقليم أزيلال، المغرب، في رحلة محفوفة بالمخاطر للحصول على الرعاية الصحية (وكالة الأنباء المغربية),قضايا اجتماعية,المغرب,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1715.png,standard,,,,,,,,,,0,,
233.0,لبنان يُدشّن محطة شمسية عملاقة بقدرة 100 ميغاواط: خطوة حاسمة نحو استقرار شبكة الكهرباء,الآلاف من الألواح الشمسية تمتد على مساحات واسعة في محطة للطاقة الشمسية جرى تدشينها حديثاً في منطقة البقاع اللبناني (رويترز/أرشيف).,طاقة,لبنان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1716.png,standard,,,,,,,,,,0,,
238.0,"الحكومة العراقية تطلق مبادرة ""صناعة المستقبل"" لجذب مليار دولار استثمارات في القطاعات غير النفطية","مهندسون وفنيون عراقيون يتفقدون معدات حديثة في مجمع صناعي جديد أطلقته الحكومة ضمن مبادرة ""صناعة المستقبل"" (الوكالة الوطنية العراقية)",اقتصاد,العراق,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1721.png,high,,,,,,,,,,0,,
239.0,"مبادرة ""أجاويد"" تحقق نجاحاً باهراً في تعزيز العمل التطوعي المجتمعي بالسعودية","شباب سعوديون يشاركون بحماس في فعالية لتنظيف أحد الشواطئ ضمن مبادرة ""أجاويد"" (واس)",مجتمع,السعودية,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1722.png,standard,,,,,,,,,,0,,
244.0,"الكويت تطلق ""مشروع بصمة"" لحفظ الذاكرة المعمارية لبيوت ""العدسانية"" التاريخية","صورة جوية تظهر التخطيط العمراني الفريد لحي العدسانية التاريخي في مدينة الكويت، مع التركيز على ساحات المنازل الداخلية المميزة والأسطح الطينية التقليدية التي يسعى ""مشروع بصمة"" للحفاظ عليها.",ثقافة,الكويت,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1727.png,standard,,,,,,,,,,0,,
245.0,الأمم المتحدة تحذر من انهيار قطاع الكهرباء في تعز جراء نقص الوقود وتدهور المحطات,مولدات كهرباء تعمل في أحد الأحياء السكنية بمدينة تعز اليمنية، وسط أزمة طاقة خانقة (أسوشيتد برس),طاقة,اليمن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1728.png,standard,,,,,,,,,,0,,
250.0,بلدة في شمال لبنان تطلق مشروعا رائدا لتحويل النفايات إلى فرص عمل وتمكين مجتمعي,متطوعون، بينهم نساء وشباب، يشاركون في فرز المواد البلاستيكية ضمن مركز إعادة التدوير الجديد في إحدى بلدات قضاء عكار شمال لبنان (مصور محلي).,مجتمع,لبنان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1733.png,standard,,,,,,,,,,0,,
251.0,التصحر يزحف ويهدد سبل عيش الآلاف في ريف البصرة,مزارع عراقي يقف على أرضه الزراعية الجافة والمتشققة في إحدى قرى ريف البصرة، متأثراً بتداعيات التصحر (رويترز).,مجتمع,العراق,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1734.png,standard,,,,,,,,,,0,,
300.0,"البحرين تتقدم بملف لليونسكو: فن ""الفجري"" البحري يتأهب للعالمية","أعضاء فرقة بحرينية متخصصة في فن ""الفجري"" يؤدون طقوس الأداء التقليدية التي تجسد حياة الغواصين في مدينة المحرق (رويترز)",ثقافة,البحرين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1783.png,standard,,,,,,,,,,0,,
301.0,"في ظل تحديات السوق.. شباب جيبوتي يتجهون لـ""اقتصاد الأرصفة"" بحثاً عن لقمة العيش",شباب جيبوتي يعرضون بضائع متواضعة على عربات يدوية في أحد شوارع العاصمة، في محاولة لتوفير دخل يومي (رويترز),قضايا اجتماعية,جيبوتي,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1784.png,high,,,,,,,,,,0,,
302.0,"الأردن يطلق حملة ""قلبك وصحتك أولاً"" للكشف المبكر عن السكري وأمراض القلب",ممرضة أردنية تجري فحصاً أولياً للضغط لمواطن في مركز صحي بعمان، ضمن فعاليات الحملة الوطنية (رويترز),صحة,الأردن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1785.png,standard,,,,,,,,,,0,,
306.0,صندوق إعادة الإعمار الليبي يطلق المرحلة الأولى لتأهيل عشرات المدارس المتضررة بالجنوب الغربي,عمال يقومون بأعمال ترميم وإنشاء في إحدى الفصول الدراسية بمدينة غات، ضمن مشروع إعادة تأهيل المدارس المتضررة في المنطقة الجنوبية الغربية من ليبيا.,تعليم,ليبيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1789.png,standard,,,,,,,,,,0,,
307.0,السعودية تطلق برنامجاً وطنياً لدمج تقنيات إنترنت الأشياء في مدنها الذكية,مهندسون سعوديون يعملون على تركيب أجهزة استشعار ذكية ضمن مشروع تطوير حضري في إحدى المدن الناشئة (واس),تقنية,السعودية,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1790.png,standard,,,,,,,,,,0,,
308.0,عُمان تدشن المرحلة التشغيلية لمشروعها الرائد للهيدروجين الأخضر كخطوة استراتيجية نحو التحول الطاقي,محطة لإنتاج الهيدروجين الأخضر في منطقة الدقم الاقتصادية الخاصة بسلطنة عُمان (وكالة الأنباء العمانية),طاقة,عُمان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1791.png,standard,,,,,,,,,,0,,
312.0,"الادعاء العام التونسي يحيل قيادياً معارضاً للمحاكمة بتهمة ""التآمر على أمن الدولة""",محامية تتحدث للصحفيين بحضور نشطاء مدنيين أمام قصر العدالة في تونس العاصمة بعد جلسة استماع (رويترز),سياسة,تونس,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1795.png,standard,,,,,,,,,,0,,
313.0,جزر القمر تدشن منصة رقمية موحدة للخدمات الحكومية لتعزيز الشفافية والكفاءة,مسؤولون حكوميون في جزر القمر يتابعون عرضاً تقديمياً للمنصة الرقمية الموحدة للخدمات العامة خلال حفل الإطلاق في موروني (خاص),تقنية,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1796.png,standard,,,,,,,,,,0,,
314.0,الجزائر تطلق حملة وطنية كبرى لإعادة تشجير مليون هكتار من الغابات المتضررة والمعرضة للتصحر,عمال غابات ومتطوعون يزرعون شتلات صغيرة في منطقة جبلية شمال الجزائر في إطار مشروع وطني لاستعادة الغطاء النباتي (وكالة الأنباء الجزائرية).,بيئة,الجزائر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1797.png,standard,,,,,,,,,,0,,
318.0,"تونس تطلق ""خارطة طريق"" جديدة لتأهيل خريجي التكوين المهني لسوق العمل المتغير",طلاب تونسيون يتدربون على آلات متخصصة في ورشة تقنية بأحد مراكز التكوين المهني الحكومية في العاصمة (أ ف ب).,تعليم,تونس,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1801.png,standard,,,,,,,,,,0,,
319.0,السعودية تدشن أكبر مركز بيانات فائق النطاق في المنطقة لدعم التحول الرقمي,صورة جوية لمركز بيانات حديث يضم عدة مبانٍ ضخمة، يرمز للاستثمار السعودي في البنية التحتية الرقمية وتعزيز قدرات الحوسبة السحابية (واس).,تقنية,السعودية,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1802.png,standard,,,,,,,,,,0,,
320.0,مأساة جديدة في اليمن: لغم أرضي يودي بحياة أسرة من خمسة أفراد في ريف حجة,عاملون في فرق نزع الألغام يقومون بتمشيط منطقة ريفية ملوثة في إحدى المحافظات اليمنية، وسط تحذيرات متجددة من خطورة مخلفات الحرب.,حوادث,اليمن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1803.png,standard,,,,,,,,,,0,,
324.0,ليبيا تطلق مبادرة وطنية لإحياء المناطق الصناعية المهملة كرافعة للتنوع الاقتصادي,أعمال صيانة وتطوير تجري في أحد المصانع المتوقفة بمدينة مصراتة الصناعية، كجزء من خطة حكومية لدعم القطاع الإنتاجي.,اقتصاد,ليبيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1807.png,standard,,,,,,,,,,0,,
325.0,انهيار هيكل إنشائي بمشروع ضخم غرب الكويت يسفر عن وفيات وإصابات خطيرة,تظهر الصورة فرق الدفاع المدني والإسعاف الكويتي وهي تباشر عمليات إجلاء المصابين والبحث عن محتجزين تحت أنقاض الهيكل المنهار لأحد المشاريع قيد الإنشاء غرب مدينة الكويت.,حوادث,الكويت,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1808.png,standard,,,,,,,,,,0,,
326.0,حادث اصطدام تسلسلي مروع على الطريق السيارة الرابطة بين تونس وسوسة يودي بحياة 4 أشخاص ويصيب 15 آخرين,فرق الإنقاذ وسيارات الإسعاف في موقع حادث اصطدام تسلسلي لعدة سيارات على طريق سريع، حيث تظهر بعض المركبات المتضررة فيما يُجرى التعامل مع المصابين.,حوادث,تونس,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1809.png,low,,,,,,,,,,0,,
370.0,جيبوتي تدشن مركزاً جديداً للبيانات يعزز مكانتها كبوابة إفريقية للربط الرقمي,خوادم بيانات متطورة داخل المركز الجديد في جيبوتي، محور لتدفق المعلومات عبر القارة السمراء (رويترز),تقنية,جيبوتي,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1853.png,standard,,,,,,,,,,0,,
371.0,مبادرة مجتمعية في جزر القمر تُحيي الحرف التقليدية وتوفر فرص عمل للشباب,مجموعة من الشبان والشابات في جزر القمر يتعلمون فن صناعة الفخار التقليدي ضمن ورشة عمل محلية (شترستوك),مجتمع,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1854.png,standard,,,,,,,,,,0,,
372.0,جزر القمر: جدل حاد يحيط بمشروع قانون يوسع صلاحيات الرئيس في قضايا الأمن,نواب برلمانيون من جزر القمر يشاركون في جلسة تشريعية محتدمة بالعاصمة موروني (الفرنسية),سياسة,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1855.png,standard,,,,,,,,,,0,,
373.0,"جيبوتي تدشن ""أكاديمية الأمل"" لرفد كرة القدم بمواهب شابة",أطفال يرتدون زي التدريب أثناء حصة كروية على أرضية عشب صناعي حديثة ضمن أكاديمية الأمل في جيبوتي العاصمة (وكالة الأنباء الجيبوتية),رياضة,جيبوتي,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1856.png,standard,,,,,,,,,,0,,
374.0,مبادرة إقليمية جديدة تواجه عقبات في مساعيها لفك جمود الملف اليمني,وفود دبلوماسية خلال اجتماع سابق لمناقشة سبل السلام في اليمن (رويترز),سياسة,اليمن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1857.png,standard,,,,,,,,,,0,,
376.0,تونس تسرّع خططها الشمسية لمواجهة تحديات فاتورة الطاقة وتكثف الشراكات الخاصة,عمال في موقع تركيب ألواح شمسية ضمن مشروع جديد للطاقة المتجددة جنوب البلاد.,طاقة,تونس,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1859.png,standard,,,,,,,,,,0,,
377.0,مدارس السودان: صمود التعليم الأهلي في وجه الدمار وتحديات النزوح,أطفال سودانيون يتلقون دروسهم في فصل مؤقت أقامته مبادرات أهلية بإحدى المناطق التي تستضيف نازحين (وكالات),مجتمع,السودان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1860.png,high,,,,,,,,,,0,,
378.0,"ليبيا: مبادرة ""أجيال المستقبل"" تعيد الأمل بـ 7 مدارس مُتضررة في فزان","طلاب يدرسون في فصل دراسي جرى تأهيله مؤخراً ضمن مشروع ""أجيال المستقبل"" بإحدى مدارس منطقة فزان جنوبي ليبيا (أ ف ب).",تعليم,ليبيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1861.png,standard,,,,,,,,,,0,,
379.0,"موريتانيا تترقب لحظة تاريخية.. بدء العد التنازلي لأولى صادرات الغاز من حقل ""السلحفاة الكبرى-أحميم""",منصة عائمة ضخمة لاستخراج الغاز الطبيعي في عرض المحيط الأطلسي قبالة السواحل الموريتانية (رويترز),طاقة,موريتانيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1862.png,standard,,,,,,,,,,0,,
380.0,الصومال يطلق خطة وطنية لتعزيز الاستثمار في الطاقة الشمسية لمواجهة تحديات الكهرباء,مجموعة من الألواح الشمسية المثبتة على أسطح المنازل في إحدى المدن الصومالية الناشئة، كجزء من مبادرات تطوير البنية التحتية للطاقة النظيفة. (شترستوك),طاقة,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1863.png,standard,,,,,,,,,,0,,
429.0,اليونيسف تدعم إدماج أكثر من 15 ألف طفل نازح بالمدارس في ولايات جنوب غرب الصومال,أطفال نازحون يجلسون على مقاعد دراسية داخل فصل مؤقت في مخيم للنازحين بضواحي مدينة بيدوا، ولاية جنوب غرب الصومال، ضمن جهود ضمان حقهم في التعليم (صورة أرشيفية/اليونيسف).,تعليم,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1912.png,standard,,,,,,,,,,0,,
430.0,"مسقط تدشن مشروع ""بوابة عُمان الرقمية"" لربط 90% من الأسر بشبكة الألياف البصرية بحلول 2027","جانب من مراسم تدشين مشروع ""بوابة عُمان الرقمية"" في مسقط بحضور مسؤولين حكوميين (وكالة الأنباء العمانية)",تقنية,عُمان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1913.png,standard,,,,,,,,,,0,,
431.0,الأردن يخطو نحو لامركزية أوسع: خطة حكومية لتعزيز صلاحيات المجالس المحلية,وزير الإدارة المحلية الأردني يترأس اجتماعاً مع رؤساء بلديات لمناقشة تفعيل الخطط الجديدة لتعزيز الحكم المحلي.,سياسة,الأردن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1914.png,standard,,,,,,,,,,0,,
432.0,موريتانيا تدشن مشروعاً صناعياً ضخماً لتصنيع الأسمدة الفوسفاتية بقيمة مليار دولار,وزير الصناعة الموريتاني يوقع مذكرة تفاهم مع ممثل الشركة الأجنبية خلال حفل تدشين المشروع في نواكشوط (الوكالة الموريتانية للأنباء).,اقتصاد,موريتانيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1915.png,standard,,,,,,,,,,0,,
433.0,وفود ليبية تختتم جولة مباحثات مكثفة في الرباط دون توافق على التشكيلة الحكومية,مسؤولون ليبيون يتبادلون الحديث في كواليس اجتماع سابق في العاصمة المغربية الرباط (رويترز - أرشيف),سياسة,ليبيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1916.png,standard,,,,,,,,,,0,,
434.0,الأهلي البحريني يتوج بلقب دوري السلة للمرة الأولى منذ 15 عاماً بعد نهائي مثير,لاعبو نادي الأهلي البحريني يحتفلون بكأس دوري زين لكرة السلة في صالة الاتحاد البحريني لكرة السلة بالمنامة.,رياضة,البحرين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1917.png,standard,,,,,,,,,,0,,
435.0,جهود مضنية لحفظ كنوز اليمن المعرفية: مخطوطات نادرة في مواجهة التحديات,باحث يمني يقوم بفحص وترميم مخطوط قديم يعود لمئات السنين، في محاولة للحفاظ عليه من عوامل التلف والاحتفاظ به للأجيال القادمة (مكتبة وطنية),ثقافة,اليمن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1918.png,standard,,,,,,,,,,0,,
436.0,كرة القدم النسائية في موريتانيا.. من الهامش إلى التألق الإقليمي رغم شح الإمكانيات,لاعبات المنتخب الموريتاني لكرة القدم للسيدات يحتفلن بتأهل تاريخي لبطولة إقليمية، مؤكدات قدرتهن على تجاوز التحديات.,رياضة,موريتانيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1919.png,standard,,,,,,,,,,0,,
437.0,مصرف لبنان يشدد قيود تمويل المستوردات، وشركات تخشى انهيار سلاسل الإمداد,رافعات شحن عملاقة شبه متوقفة في ميناء بيروت، مع تراجع ملحوظ في حركة الحاويات بسبب صعوبات تمويل عمليات الاستيراد (غيتي).,اقتصاد,لبنان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1920.png,standard,,,,,,,,,,0,,
438.0,عُمان تُطلق مبادرات مجتمعية لمواجهة التحديات النفسية وتعزيز الدعم الأسري,مشاركون في ورشة عمل توعوية حول الصحة النفسية ودور الأسرة في الدعم، ضمن مبادرة مجتمعية في محافظة الداخلية (وكالة الأنباء العمانية),قضايا اجتماعية,عُمان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1921.png,standard,,,,,,,,,,0,,
439.0,البحرين تطلق مبادرات مجتمعية لتعزيز جودة حياة كبار السن وحمايتهم من التهميش,كبار السن يشاركون في فعالية ثقافية بأحد المراكز الاجتماعية في المنامة، ديسمبر 2023 (وكالة أنباء البحرين),قضايا اجتماعية,البحرين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1922.png,standard,,,,,,,,,,0,,
440.0,"السعودية تطلق برنامج ""جيل الأبطال"" لتعزيز الرياضة المجتمعية وتنمية المواهب الشابة",أطفال وشباب يمارسون أنشطة رياضية متنوعة في أحد المراكز الرياضية المجتمعية الحديثة بالرياض (واس),رياضة,السعودية,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1923.png,standard,,,,,,,,,,0,,
441.0,تآكل الشواطئ يهدد قرى الدلتا المصرية ويزيد من تحديات الأمن الغذائي,مشهد يوضح تغلغل مياه البحر المتوسط في الأراضي الزراعية والمنازل القريبة من الساحل بإحدى قرى شمال الدلتا، مع تآكل واضح لخط الشاطئ.,بيئة,مصر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1924.png,standard,,,,,,,,,,0,,
442.0,مبادرات مجتمعية جديدة تواجه تحدي أطفال الشوارع في الأحياء الهامشية بالدار البيضاء,أطفال يتلقون وجبة طعام في مركز رعاية مؤقت ضمن مبادرة مجتمعية بالدار البيضاء (وكالة المغرب العربي للأنباء),قضايا اجتماعية,المغرب,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1925.png,standard,,,,,,,,,,0,,
443.0,ليبيا: الإعلان عن خارطة طريق جديدة لتوحيد المؤسسات السيادية المتنافسة,مسؤولون ليبيون وخبراء يطالعون وثائق خلال اجتماع لبحث توحيد المؤسسات السيادية في إحدى القاعات الرسمية بطرابلس (وكالة الأنباء الليبية),سياسة,ليبيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1926.png,standard,,,,,,,,,,0,,
444.0,غاز العراق حبيس الأرض.. مليارات الدولارات سنوياً تعرقل مسعى بغداد للاكتفاء الذاتي الصناعي,عمال عراقيون في مصنع لإنتاج الحديد بمنطقة البصرة، يعتمد على إمدادات الطاقة المستوردة، بينما ترزح البلاد فوق مخزون ضخم من الغاز الطبيعي غير المستغل (رويترز).,اقتصاد,العراق,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1927.png,standard,,,,,,,,,,0,,
445.0,سلطنة عُمان تطلق مبادرة وطنية كبرى لتعزيز الصحة النفسية وتفكيك وصمة العار المجتمعية,شباب عمانيون يشاركون بفاعلية في جلسة حوار مفتوحة حول الصحة النفسية ضمن فعاليات المبادرة بمسقط (منظمة أهلية),قضايا اجتماعية,عُمان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1928.png,standard,,,,,,,,,,0,,
446.0,"مبادرة روسية جديدة لـ ""الإدارة الذاتية"" بشمال شرق سوريا تثير جدلاً محلياً",تجمع لفعاليات مدنية وممثلين عن العشائر في مدينة الحسكة يناقشون تداعيات المقترحات السياسية الأخيرة.,سياسة,سوريا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1929.png,standard,,,,,,,,,,0,,
593.0,براحة الفهد تستعيد ألقها: مبادرة شبابية كويتية تعيد الروح إلى الأحياء القديمة بالفن والتعاون,"شباب وفتيات كويتيون يشاركون بفعالية في تزيين جدارية فنية ضخمة بألوان زاهية في أحد أزقة ""براحة الفهد"" التاريخية، تعكس ملامح من التراث الكويتي، وسط أجواء من الحماس والتعاون.",مجتمع,الكويت,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2076.png,high,,,,,,,,,,0,,
594.0,"الحكومة العراقية تطلق منصة ""بوابة المواطن"" لرقمنة الخدمات الحكومية","شاشة تعرض واجهة منصة ""بوابة المواطن"" الرقمية خلال حفل الإطلاق في بغداد (الأمانة العامة لمجلس الوزراء العراقي)",تقنية,العراق,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2077.png,high,,,,,,,,,,0,,
595.0,المغرب: جمعيات مدنية تدق ناقوس الخطر بشأن تفاقم التسرب المدرسي في المناطق الجبلية,صورة لأطفال يحملون حقائب مدرسية صغيرة، يسيرون على طريق ترابي وعر نحو مبنى مدرسة متواضع في قرية نائية بإحدى المناطق الجبلية بالمغرب.,قضايا اجتماعية,المغرب,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2078.png,standard,,,,,,,,,,0,,
596.0,شح المياه يهدد حياة عشرات الآلاف في مخيمات النازحين بالصومال,امرأة تحمل وعاءً فارغاً للسحب المياه في مخيم للنازحين داخلياً جنوب العاصمة مقديشو (الأمم المتحدة),قضايا اجتماعية,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2079.png,standard,,,,,,,,,,0,,
597.0,تونس تتبنى حلاً مبتكراً: محطة طاقة شمسية عائمة على سد سيدي سالم تطلعات نحو الاستدامة,مشهد جوي بانورامي لسد سيدي سالم شمال تونس، تظهر فيه مئات الألواح الشمسية العائمة حديثة التركيب على سطح الماء، ما يعكس التزام البلاد بتعزيز قدراتها في الطاقة المتجددة.,طاقة,تونس,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2080.png,standard,,,,,,,,,,0,,
598.0,محطة تشرين الحرارية تواجه أعطالًا متزايدة وتفاقم أزمة الكهرباء في دمشق وريفها,مهندسون سوريون يفحصون أحد أجزاء التوربينات الكبيرة داخل محطة تشرين لتوليد الطاقة الحرارية جنوب العاصمة دمشق، في محاولة للحفاظ على استمرارية عملها وسط تحديات فنية كبيرة ونقص قطع الغيار.,طاقة,سوريا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2081.png,standard,,,,,,,,,,0,,
599.0,مقتل وإصابة مدنيين بانفجار لغم قرب مارب اليمنية,مواطنون يمنيون يتفقدون آثار انفجار لغم سابق في منطقة ريفية يمنية.,حوادث,اليمن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2082.png,low,,,,,,,,,,0,,
600.0,المغرب يصادق على اتفاقية لتعزيز التعاون الأمني مع دول غرب أفريقيا,****داخلية**** أعضاء بمجلس النواب المغربي خلال جلسة لمناقشة الاتفاقيات الدولية ذات الطابع الأمني (وكالة المغرب العربي للأنباء - أرشيف),سياسة,المغرب,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2083.png,high,,,,,,,,,,0,,
601.0,كارثة معمارية في بيروت: انهيار طوابق علوية لمبنى قديم يحبس عائلات,فرق الإنقاذ والدفاع المدني اللبناني خلال محاولات البحث عن ناجين تحت أنقاض المبنى المنهار في منطقة الأشرفية ببيروت.,حوادث,لبنان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2084.png,standard,,,,,,,,,,0,,
