id,title,caption,topic,country
750,"100 معلم ومعلمة يبدؤون برنامج ""تمكين"" للمهارات الرقمية في رأس الخيمة","معلمون إماراتيون خلال ورشة عمل لتطوير المهارات الرقمية ضمن برنامج ""تمكين"" في إحدى مدارس رأس الخيمة (المكتب الإعلامي لحكومة رأس الخيمة)",تعليم,الإمارات
751,تزايد حالات عمالة الأطفال في حلب مع تصاعد الأزمات الاقتصادية,طفل يحمل صناديق بلاستيكية في أحد أسواق حلب القديمة، ويحيط به بائعون ومارة (الجزيرة),قضايا اجتماعية,سوريا
752,شركات ناشئة لبنانية تُطلق أول منصة إلكترونية مجانية لتبادل الأدوات الطبية بين المستشفيات,رائدات أعمال من فريق التطوير يحملن أجهزة لوحية داخل مقر الشركة الناشئة وسط بيروت (الأناضول),تقنية,لبنان
753,مدارس الخليل تعتمد التعليم المدمج لتعويض الفاقد التعليمي بعد العدوان الأخير,طلاب وطالبات في إحدى مدارس الخليل يتلقون دروسهم بين الصفوف التقليدية وجلسات التعلم عبر الأجهزة اللوحية (رويترز),تعليم,فلسطين
754,اليمن يفتتح أول محطة رياح لتوليد الكهرباء في محافظة المهرة,توربينات الرياح الجديدة ترتفع فوق الكثبان الساحلية في المهرة بينما عمال محليون يراقبون بدء التشغيل التجريبي (الجزيرة),طاقة,اليمن
755,معرض للأزياء التقليدية في موروني يسلّط الضوء على تراث المرأة القمرية,نساء يرتدين أزياء تقليدية ملونة خلال عرض في مركز ثقافي وسط العاصمة موروني (الفرنسية),ثقافة,جزر القمر
756,السعودية تدشّن أول محطة عائمة لتحلية المياه بالطاقة الشمسية في البحر الأحمر,فرق هندسية سعودية تشرف على تركيب الألواح الشمسية على محطة عائمة قبالة سواحل أملج، في مشهد يبرز التقدّم التقني لمشاريع الطاقة المستدامة بالمملكة (واس),طاقة,السعودية
757,نقص الأدوية الطبية يفاقم معاناة مرضى الكلى في مستشفيات نابلس,ممرضة تراقب جلسة غسيل كلى لمريض في أحد مستشفيات نابلس وسط رفوف شبه فارغة من المستلزمات الطبية (رويترز),صحة,فلسطين
758,دمشق تبدأ تشغيل أول محطة كهرومائية حديثة على نهر الفرات بعد توقف دام سنوات,عمال وفنيون سوريون يجرون اختبارات للمولدات داخل محطة كهرومائية أعيد تأهيلها في ريف دير الزور الشرقي لنهر الفرات (سانا),طاقة,سوريا
759,ارتفاع منسوب تلوّث نهر الليطاني يهدد حياة الأسماك والمزارعين جنوب لبنان,مشهد لنهر الليطاني بمياهه العكرة وفضلات صناعية تطفو على سطحه بالقرب من أحد الحقول الزراعية في البقاع (رويترز),بيئة,لبنان
760,الصومال تعلن انعقاد مؤتمر وطني للحوار بين الفصائل السياسية نهاية الشهر الحالي,قصر فيلا صوماليا خلال التحضيرات لاستقبال ممثلي الأحزاب والفصائل السياسية في مقديشو (رويترز),سياسة,الصومال
761,غرق قارب صيد بالقرب من ساحل نواذيبو وعمليات إنقاذ مستمرة للعثور على مفقودين,عناصر من خفر السواحل الموريتانيين يفتشون مياه الأطلسي قبالة مدينة نواذيبو بعد حادثة غرق القارب (وكالة الأخبار الموريتانية),حوادث,موريتانيا
762,عُمان تدشّن أول محطة عائمة لتخزين الغاز الطبيعي في ميناء الدقم,ناقلة غاز ضخمة راسية قرب منصة عائمة حديثة في ميناء الدقم وسط حركة نشطة للرافعات البحرية (وكالة الأنباء العمانية),طاقة,عُمان
763,العراق يطلق حملة وطنية لمواجهة ارتفاع معدلات البدانة بين الأطفال,طلاب بإحدى المدارس الابتدائية في بغداد يشاركون في فعاليات رياضية توعوية ضمن مبادرة وزارة الصحة (الجزيرة),صحة,العراق
764,بغداد تحتفي بإرث نازك الملائكة في مهرجان شعري جديد,شعراء شباب يعتلون منصة مفتوحة أمام تمثال نازك الملائكة في حديقة الأمة وسط بغداد (الجزيرة),ثقافة,العراق
765,حملة توعية صحية تستهدف الأرياف التونسية لمكافحة انتشار داء الكلب,طبيبة بيطرية تحقن كلباً في أحد الحقول القريبة من ولاية الكاف خلال جولة ميدانية للتطعيمات (الأناضول),مجتمع,تونس
766,السعودية تطلق أول محطة شحن كهربائية متنقلة للسيارات في مدن الحجاز,محطة شحن متنقلة تعمل بالطاقة الشمسية بالقرب من أحد الطرق السريعة في محافظة الطائف (واس),تقنية,السعودية
767,المعارضة في جزر القمر تطالب بإصلاحات انتخابية واسعة قبل الانتخابات المحلية المقبلة,متظاهرون يحملون لافتات في ساحة موروني يطالبون بضمانات للنزاهة الانتخابية (رويترز),سياسة,جزر القمر
768,قطر تعلن وساطة جديدة لإنهاء الأزمة بين السودان وجنوب السودان,وزير الدولة القطري للشؤون الخارجية يجتمع مع وفدي التفاوض من الخرطوم وجوبا في الدوحة (وكالة الأنباء القطرية),سياسة,قطر
769,الخرطوم تستضيف أول بطولة وطنية لكرة القدم النسائية وسط حضور جماهيري غير مسبوق,لاعبات من فريقي النيل والمريخ في مواجهة قوية على ملعب الخرطوم الرئيسي بحضور آلاف المشجعين وعائلاتهن (رويترز),رياضة,السودان
770,مهرجان للخط العربي يزين جدران أم درمان بألوان التراث السوداني,فنانون يخطون جداريات بالكتابة العربية في أحد أحياء أم درمان القديمة (وكالات),ثقافة,السودان
771,مصر تطلق مبادرة وطنية لمكافحة الأنيميا بين طلاب المدارس الابتدائية,ممرضة تفحص عينة دم لطالب داخل وحدة طبية متنقلة أمام إحدى المدارس الحكومية في القاهرة (الأناضول),صحة,مصر
772,انطلاق بطولة الدوري اليمني لكرة القدم بعد توقف دام 4 سنوات,لاعبون من فريقين يمانيين يتنافسون في مباراة افتتاحية وسط حضور جماهيري محدود في ملعب بمدينة تعز (الصحافة اليمنية),رياضة,اليمن
773,المغرب يطلق أول بوابة رقمية وطنية لتسويق المنتجات التقليدية,حرفي مغربي يعرض سجادًا يدوياً ضمن منصة البوابة الجديدة بالرباط (رويترز),تقنية,المغرب
774,الدوحة تستضيف أول ماراثون نسائي ليلي بمشاركة عداءات من 15 دولة عربية,عداءات ينطلقن من خط البداية في كورنيش الدوحة وسط أجواء احتفالية وأضواء ملونة تضيء سماء العاصمة القطرية (الجزيرة),رياضة,قطر
775,تونس تطلق أول محطة لتحويل النفايات البلاستيكية إلى طاقة كهربائية في ولاية صفاقس,مشهد لمنشأة حديثة تضم جهاز معالجة النفايات ومحولات كهربائية بحضور مهندسين وفنيين أثناء التشغيل التجريبي للمحطة (الجزيرة),طاقة,تونس
776,غرق عبارة تقل عشرات الركاب قرب سواحل تاجورة والبحث جار عن مفقودين,عناصر من خفر السواحل الجيبوتي ينتشلون قارباً مقلوباً وسط مياه مضطربة بالقرب من ميناء تاجورة، فيما يقف أقارب الركاب في حالة انتظار وقلق على الشاطئ (الصورة من وكالة الأنباء الجيبوتية),حوادث,جيبوتي
777,النادي الإفريقي يعلن عن مشروع أكاديمية جديدة لتطوير كرة القدم النسائية في صفاقس,لاعبات شابات يجرين تمارين صباحية على ملعب فرعي تحت إشراف مدربين تونسيين (وكالة الأنباء التونسية),رياضة,تونس
778,"""عودة مهرجان القهوة إلى شوارع بيروت القديمة وسط إقبال لافت من الشباب""",فتيات وشبان يتجمعون حول بائع قهوة تقليدية في أحد أزقة بيروت التاريخية، وأكواب القهوة المزينة بأنماط شرقية تتوزع على طاولة خشبية وسط أجواء احتفالية (الفرنسية),ثقافة,لبنان
779,قطر تعلن عن إطلاق أول سوق إلكتروني للمنتجات الزراعية المحلية بحلول نهاية العام,مزارعون قطريون يرتبون سلال الخضروات الطازجة في مزرعة حديثة خارج الدوحة استعداداً لتسويقها عبر المنصة الرقمية الجديدة (رويترز),اقتصاد,قطر
780,عودة الأسر الكردية إلى ريف القامشلي بعد سنوات من النزوح,أطفال يحملون أغراضهم قرب منزل قيد الترميم في إحدى قرى ريف القامشلي شمال شرق سوريا (الجزيرة),مجتمع,سوريا
781,الشارقة تحتفي بالخط العربي بمبادرة تزيين جدران الأحياء القديمة,فنانة إماراتية تُنهي لوحة خطية على جدار أحد الأزقة التراثية في قلب الشارقة (رويترز),مجتمع,الإمارات
782,السعودية تطلق مبادرة لتشكيل مجلس عربي لمراقبة موارد المياه المشتركة,اجتماع وزراء المياه العرب في جدة بحضور ممثلين من عدة دول عربية حول طاولة مستديرة (واس),سياسة,السعودية
783,موجة استثمارات زراعية صينية تخلق فرص عمل جديدة في جزر القمر,مزارعون كوموريون يعملون في حقول أرز مُحدثة تم تجهيزها بأنظمة ري متطورة بفضل التمويل الصيني، مع ظهور معدات زراعية حديثة في خلفية المشهد (رويترز),اقتصاد,جزر القمر
784,العقبة تستضيف أكبر بطولة للرياضات البحرية في تاريخ الأردن,متسابقون يستعدون لخوض سباق الزوارق السريعة قبالة سواحل العقبة بحضور جماهيري لافت,رياضة,الأردن
785,المغرب يطلق أول منصة رقمية لدعم الحرفيين التقليديين وترويج منتجاتهم عالمياً,صانع فخار مغربي يعرض منتجاته المزخرفة أمام شاشة تعرض المنصة الرقمية الجديدة في سوق تقليدي بمدينة فاس,تقنية,المغرب
786,انهيار مبنى سكني قديم في الإسكندرية يخلف 6 قتلى وعدداً من المصابين,رجال الحماية المدنية يواصلون رفع أنقاض مبنى منهار فيما يتجمع الأهالي بالقرب من موقع الحادث في حي المنشية بالإسكندرية (رويترز),حوادث,مصر
787,خلافات حادة في البرلمان الصومالي حول مشروع قانون الموارد البحرية,أعضاء من البرلمان الصومالي خلال جلسة مناقشة حامية حول مشروع القانون الجديد في مقديشو (رويترز),سياسة,الصومال
788,البرلمان المصري يناقش مشروع قانون جديد لتنظيم تمويل الأحزاب,قاعة البرلمان المصري خلال جلسة مناقشة تشهد حضوراً مكثفاً من النواب والإعلاميين (الأوروبية),سياسة,مصر
789,موجة نزوح واسعة من أحياء طرابلس بسبب ارتفاع منسوب مياه البحر,سكان حي سيدي المصري في طرابلس وهم يجرفون متاعهم على عربات يدوية بعد أن غمرت المياه منازلهم في ساعات الفجر الأولى (وكالة محلية),قضايا اجتماعية,ليبيا
790,المدارس الريفية في إب تواجه أزمة تسرب الطلاب بسبب العمل الزراعي,أطفال يحملون أدوات زراعية يرافقون ذويهم في الحقول بدلاً من الذهاب للمدرسة في ريف إب اليمني (الجزيرة),قضايا اجتماعية,اليمن
791,الاتحاد الموريتاني لكرة السلة يعلن إطلاق دوري السيدات الأول في البلاد,لاعبات موريتانيات يستعدن لخوض مباراة تجريبية على ملعب مغلق في نواكشوط (الاتحاد الموريتاني لكرة السلة),رياضة,موريتانيا
792,فقدان 7 صيادين ليبيين إثر عاصفة مفاجئة قبالة ساحل مصراتة,قوارب صيد مهجورة تتمايل على أمواج المتوسط قرب ميناء مصراتة، بينما ينتشر أفراد من خفر السواحل الليبي في محاولة للعثور على المفقودين (رويترز),حوادث,ليبيا
793,مبادرة لتعزيز مشاركة المرأة البحرينية في الصناعات التقليدية تواجه تحديات مجتمعية جديدة,حرفيات بحرينيات يعرضن منتجاتهن خلال معرض محلي للأشغال اليدوية في المنامة (الأناضول),قضايا اجتماعية,البحرين
794,سكان جزيرة موهيلي يجتمعون لترميم المدرسة الابتدائية الوحيدة عقب إعصار قوي,مجموعة من الرجال والنساء والأطفال يحملون الطوب والخشب وسط ساحة المدرسة المتضررة، بينما ترفرف الأعلام القمرية فوق جدران نصف مهدمة (رويترز),مجتمع,جزر القمر
795,الكويت تدشن أول عيادة متنقلة لمكافحة داء السكري في المناطق النائية,فريق طبي كويتي يقوم بفحص نسبة السكر لدى أحد السكان في عيادة متنقلة جديدة بمحافظة الجهراء (وزارة الصحة الكويتية),صحة,الكويت
796,كرة القدم النسائية في ليبيا تسجّل قفزة تاريخية بتحقيق أول بطولة محلية,فريق طرابلس للسيدات يحتفل برفع الكأس وسط تشجيع جماهيري كبير في الملعب البلدي (فرانس برس),رياضة,ليبيا
797,مستوصفات متنقلة في قرى الصومال لمواجهة الحصبة وسط نقص اللقاحات,طاقم طبي يفحص طفلاً في خيمة مؤقتة وسط تجمع أمهات وأطفال قرية قرب بيدوا جنوب غرب الصومال (رويترز),صحة,الصومال
798,مزارعو غزة يتحدون تلوث التربة بزراعة محاصيل عضوية رغم الحصار,مزارع فلسطيني يفحص أوراق نباتات الخس العضوية في أحد الحقول شمال قطاع غزة (الأناضول),بيئة,فلسطين
799,مشروع جديد لتحويل النفايات المنزلية إلى طاقة كهربائية في ضواحي دمشق,عمال ومهندسون يشرفون على تركيب أجهزة معالجة النفايات في منشأة حديثة بريف دمشق (الصحافة السورية),طاقة,سوريا
800,أكاديمية رياضية شبابية في موروني تُخرج أول فريق نسوي لكرة القدم,لاعبات الفريق النسوي لجزر القمر أثناء حصة تدريبية على ملعب مفتوح في ضواحي العاصمة موروني (تصوير: وكالة الأمل الرياضية),رياضة,جزر القمر
801,مبادرة شبابية في الدوحة تسعى لتأهيل ذوي الإعاقة لسوق العمل الرقمي,مجموعة من الشابات والشبان القطريين يتدربون مع أشخاص من ذوي الإعاقة على الحاسوب في مركز تدريبي حديث بالدوحة (الجزيرة),قضايا اجتماعية,قطر
802,الإمارات تدشن أول منصة إلكترونية لرصد جودة الهواء في المدارس,فريق من المهندسين الإماراتيين يشرح نظام مراقبة الهواء لطلبة في إحدى المدارس الحكومية في أبوظبي، مايو 2024 (وكالة وام),تقنية,الإمارات
803,تدهور جودة الهواء في الخليل يهدد الصحة العامة مع تصاعد حرق النفايات العشوائي,أعمدة دخان كثيفة تتصاعد من موقع لحرق النفايات في أحد أطراف مدينة الخليل، بينما يمر أطفال بالقرب من المنطقة متجهين إلى مدارسهم صباحاً (الفرنسية),بيئة,فلسطين
804,لبنان يطلق خطة جديدة لضبط استهلاك الكهرباء في فصل الصيف,شبكات التوزيع الكهربائي في أحد أحياء بيروت مع ارتفاع استهلاك الطاقة مساءً (رويترز),طاقة,لبنان
805,ارتفاع نسبة التسرب المدرسي يثير قلق الأهالي في البقاع اللبناني,أولاد يجلسون خارج مدرسة ريفية مهجورة في منطقة البقاع شرق لبنان مع كتبهم المدرسية بجوارهم (الأناضول),قضايا اجتماعية,لبنان
806,"عودة الحياة لسوق ""البرانس"" التاريخي في فاس بعد أعوام من الإغلاق","حشود من سكان فاس يتجولون بين أكشاك سوق ""البرانس"" المرمم حديثاً وسط المدينة القديمة (رويترز)",مجتمع,المغرب
807,عُمانيون يطلقون مبادرة لعلاج الإدمان خارج المراكز الرسمية وسط تزايد المخاطر,متطوعون عمانيون أثناء تنظيم أنشطة دعم نفسي للشباب في أحد أحياء مسقط (رويترز),قضايا اجتماعية,عُمان
808,انطلاق بطولة كرة السلة الشاطئية الأولى في جزر القمر بمشاركة فرق نسائية,لاعبات من جزر القمر يتنافسن على الكرة خلال مباراة لكرة السلة الشاطئية على أحد شواطئ جزيرة أنجوان وسط تشجيع جماهيري محلي (الفرنسية),رياضة,جزر القمر
809,الإمارات تطلق أول منصة رقمية موحدة لتقنيات الزراعة الذكية في الخليج,مزارع يستخدم جهاز لوحي لمراقبة نمو المحاصيل داخل دفيئة تعمل بأنظمة مراقبة مناخية متطورة في إحدى المناطق الزراعية بإمارة العين (رويترز),تقنية,الإمارات
810,انقلاب شاحنة وقود يتسبب في حريق هائل ويشل الحركة على طريق صنعاء – الحديدة,النيران تلتهم شاحنة الوقود فيما يحاول رجال الإطفاء إخماد ألسنة اللهب على جانب الطريق الريفي غرب صنعاء (رويترز),حوادث,اليمن
811,تراجع أعداد طيور الفلامينغو في بحيرة أم المرادم يثير قلق الباحثين البيئيين الليبيين,مجموعة من طيور الفلامينغو تحلق فوق مياه بحيرة أم المرادم بمدينة زوارة الليبية (رويترز),بيئة,ليبيا
812,ارتفاع معدلات عمالة الأطفال في حقول الزيتون الليبية يثير قلق المنظمات الحقوقية,أطفال ليبيون يعملون في قطف الزيتون بمنطقة جادو أثناء موسم الحصاد، في ظل غياب إشراف رسمي (رويترز),قضايا اجتماعية,ليبيا
813,انقلاب سيارة نقل محملة بمواد بناء يُعرقل حركة المرور أعلى الطريق الدائري بالقاهرة,رجال المرور يوجهون حركة السيارات بينما تعمل رافعة على رفع مركبة مقلوبة بالقرب من إحدى بوابات الطريق الدائري بالعاصمة المصرية، وسط تجمهر عدد من المارة والسائقين (رويترز),حوادث,مصر
814,ليبيا تبدأ تصدير زيت الزيتون العضوي إلى الأسواق الآسيوية لأول مرة,عمال ليبيون يفرزون ثمار الزيتون الطازجة في معصرة حديثة بمدينة الزاوية قبل التصدير (رويترز),اقتصاد,ليبيا
815,تزايد الهجرة الداخلية في السودان وسط تصاعد النزاعات المحلية وصعوبات المعيشة,أسر سودانية تنقل أمتعتها بسيارات وشاحنات صغيرة على طريق ترابي غربي مدينة الأبيض، بينما تظهر خلفهم منازل شبه مدمرة ومناطق ريفية تعاني من الجفاف (رويترز),قضايا اجتماعية,السودان
816,انقلاب شاحنة محملة بالمواد الكيميائية يُغلق طريق سريع في العاصمة البحرينية,رجال الدفاع المدني يرتدون ملابس واقية أثناء تعاملهم مع تسرّب المواد الكيميائية من الشاحنة على الطريق السريع صباح اليوم (الصحافة البحرينية),حوادث,البحرين
817,جامعات غزة تعتمد نظام التعليم المدمج لتعويض الفاقد التعليمي,طلاب وطالبات يتابعون دروسهم عبر شاشات في أحد مراكز إيواء غزة وسط غياب البنية التحتية المعتادة (وكالات),تعليم,فلسطين
818,الكويت تعلن عن خطة لتطوير مصافي النفط بقيمة 3 مليارات دينار,رافعات عملاقة تعمل بالقرب من مرافق تكرير النفط في منطقة ميناء الأحمدي أثناء تنفيذ عمليات توسعة حديثة (وكالة الأنباء الكويتية),اقتصاد,الكويت
819,جدل في الأوساط التعليمية المصرية بعد قرار حظر الهواتف داخل الفصول,طلاب المرحلة الثانوية يغادرون مدرستهم في الجيزة بينما يعاين المعلمون صناديق لجمع الهواتف المحمولة عند البوابة الرئيسية (رويترز),قضايا اجتماعية,مصر
820,المغرب يطلق مبادرة وطنية لزراعة النباتات الطبية في جبال الأطلس لاحتواء التصحر,مزارعون مغاربة يغرسون شتلات أعشاب طبية بين سفوح جبال الأطلس في إطار حملة بيئية جديدة (وكالات),بيئة,المغرب
821,مبادرة شبابية في المحرق تكافح التنمر الإلكتروني بين طلاب المدارس,طلاب وطالبات يتجمعون في قاعة دراسية مزينة بملصقات توعوية حول الأمان الرقمي والاحترام المتبادل (أرشيف الجزيرة),قضايا اجتماعية,البحرين
822,انهيار جزئي لعقار تاريخي في الإسكندرية دون وقوع إصابات,عناصر الحماية المدنية يقفون أمام أنقاض واجهة مبنى قديم بمنطقة بحري وسط تجمهر الأهالي (الصحافة المصرية),حوادث,مصر
823,قطر تدشّن مركز بيانات جديد لتعزيز خدمات الإنترنت في الخليج,تدشين مركز بيانات متطور في الدوحة بحضور مسؤولين قطريين وشركات تقنية محلية (الجزيرة),تقنية,قطر
824,"دبي تطلق ""سوق الذهب المستدام"" لتشجيع التجارة الأخلاقية والمعايير البيئية",مسؤولون إماراتيون ورجال أعمال خلال افتتاح منصة تداول الذهب المستدام في سوق الذهب بدبي (وام),اقتصاد,الإمارات
825,أزمة نقص أدوية الأمراض المزمنة تثير قلق المرضى في مدن الجنوب الليبي,أحد المرضى يجلس بقلق في صيدلية خالية من أدوية السكري وارتفاع الضغط بمدينة سبها (وكالات),صحة,ليبيا
826,انقلاب حافلة تقل عمال مزارع قرب مدينة جندوبة يسفر عن إصابات خطيرة,عناصر من الحماية المدنية التونسية ينقلون مصابين من موقع حادث انقلاب الحافلة في منطقة ريفية قرب جندوبة (وكالة تونس أفريقيا للأنباء),حوادث,تونس
827,تزايد حالات الزواج المبكر بين الفتيات في ريف الحسكة يثير قلق الأهالي والمنظمات,مجموعة من الفتيات اليافعات أثناء حضورهن حفل زفاف تقليدي في إحدى قرى ريف الحسكة الشرقي (رويترز),قضايا اجتماعية,سوريا
828,إطلاق أول منصة ليبية للدفع الإلكتروني تعزز التجارة المحلية,"مشهد داخلي لمتجر ليبي في طرابلس يعرض لافتة ""متاح الدفع الإلكتروني"" بجوار جهاز قراءة بطاقات حديث ولوحة إعلانات رقمية جديدة (رويترز)",تقنية,ليبيا
829,إضراب عمال النقل في وهران يشل الحركة ويثير قلق السكان,طوابير طويلة من المواطنين ينتظرون الحافلات وسط محطة نقل رئيسية خالية من المركبات بوهران (الأناضول),مجتمع,الجزائر
830,"برنامج ""الفناء المدرسي المفتوح"" يعيد الحياة للمدارس الريفية في جزر القمر",تلاميذ في قرية موتسامودو يجتمعون في فناء مدرستهم المزخرف بالرسوم الملونة خلال حصّة تعليمية صباحية (الجزيرة),تعليم,جزر القمر
831,مبادرة شبابية في جيبوتي لتنظيف السواحل تحارب التلوث البحري,"مجموعة من المتطوعين الشباب يحملون أكياس النفايات أثناء تنظيفهم الشاطئ الصخري في ضاحية ""دوراله"" قرب جيبوتي العاصمة، وسط أجواء حماسية وتفاعل مجتمعي (تصوير وكالة جيبوتي للأنباء)",قضايا اجتماعية,جيبوتي
832,جلسة طارئة لمجلس النواب الأردني لمناقشة التعديلات الدستورية المقترحة,نواب أردنيون يتبادلون الملاحظات وسط قاعة المجلس خلال جلسة نقاش حاسمة في عمّان، مايو/أيار 2024 (رويترز),سياسة,الأردن
833,مبادرة زراعة مليون شجرة قرم في رأس الخيمة لتعزيز التنوع البيئي,متطوعون إماراتيون يزرعون شتلات القرم على شاطئ رأس الخيمة تحت أشعة الشمس (وام),مجتمع,الإمارات
834,انهيار منزل قديم يودي بحياة ثلاثة أطفال في نابلس وإصابة أمهم بجروح خطيرة,عناصر الدفاع المدني يواصلون رفع الركام في حي القصبة وسط نابلس القديمة (الجزيرة),حوادث,فلسطين
835,العراق يدشّن أول مشروع وطني لإنتاج الفوسفات في الأنبار لدعم الصادرات الزراعية,آليات ثقيلة تعمل في منشأة لاستخراج الفوسفات بمنطقة القائم غرب العراق، وسط إجراءات أمنية مشددة (الجزيرة),اقتصاد,العراق
836,المعارضة الموريتانية تدعو لحوار سياسي شامل قبيل الانتخابات الرئاسية المقبلة,قادة أحزاب المعارضة يجتمعون في نواكشوط لمناقشة استراتيجية موحدة استعداداً للاستحقاقات الانتخابية القادمة (رويترز),سياسة,موريتانيا
837,الاتحاد العُماني يعلن عن دوري نسائي لكرة القدم لأول مرة في تاريخ السلطنة,لاعبات عمانيات يحتفلن بعد أول تدريب رسمي لفريق نسائي في استاد السيب بمسقط (الاتحاد العُماني لكرة القدم),رياضة,عُمان
838,اتحاد كرة السلة الأردني يعلن إقامة بطولة للشباب في المحافظات لأول مرة,شباب أردنيون يتنافسون في مباراة كرة سلة ضمن بطولة محلية في محافظة إربد (الاتحاد الأردني لكرة السلة),رياضة,الأردن
839,الإمارات تطلق مبادرة لتعزيز الدمج المجتمعي لأصحاب الهمم في المدارس الحكومية,طلاب من أصحاب الهمم يشاركون في نشاط مدرسي بإحدى مدارس الشارقة (وام),قضايا اجتماعية,الإمارات
840,حريق ضخم يلتهم سوق سيدي عبد السلام التاريخي وسط صفاقس,رجال الإطفاء يكافحون ألسنة اللهب في أزقة السوق الضيقة بينما يحاول التجار إنقاذ بضاعتهم من الخسائر (رويترز),حوادث,تونس
841,انطلاق الدورة الثامنة لمهرجان القصبة الدولي للموسيقى الشعبية في الجزائر العاصمة,فنانون جزائريون يؤدون عرضاً موسيقياً تقليدياً على مسرح مفتوح أمام جمهور متنوع في باحة القصبة القديمة بالجزائر العاصمة (وكالة الأنباء الجزائرية),ثقافة,الجزائر
842,انقلاب قارب صيد قبالة سواحل موهيلي يخلف 4 قتلى وفقدان اثنين في جزر القمر,أفراد من خفر السواحل القمريين يفتشون المياه قرب شاطئ موهيلي وسط تجمهر الأهالي على الرمال (رويترز),حوادث,جزر القمر
843,انهيار منزل قديم في وسط معان يخلف ضحايا وتحقيق رسمي في الأسباب,رجال دفاع مدني يحاولون إزالة الأنقاض في حي قديم بمدينة معان جنوب الأردن وسط تجمع السكان القلقين (الجزيرة),حوادث,الأردن
844,حرائق الغابات تلتهم مساحات شاسعة في عكار وتحذيرات من فقدان التنوع البيولوجي,أعمدة الدخان تتصاعد فوق الأشجار الصنوبرية المحترقة بينما يكافح متطوعون لإطفاء النيران في سفوح جبال عكار شمال لبنان (رويترز),بيئة,لبنان
845,جيبوتي تطلق أول منصة إلكترونية لتسهيل تصدير المنتجات البحرية إلى الأسواق العالمية,صيادون جيبوتيون يقومون بفرز الأسماك الطازجة في محطة التجميع الجديدة قبل شحنها عبر المنصة الرقمية (الصحافة المحلية),تقنية,جيبوتي
846,سلطنة عُمان تطلق حملة موسعة للحفاظ على السلاحف البحرية بشواطئ رأس الجنز,متطوعون يرصدون أعشاش السلاحف الخضراء على الرمال الذهبية لشاطئ رأس الجنز في محافظة الشرقية عند الفجر (الأناضول),بيئة,عُمان
847,جداريات حي الأعظمية.. لوحات تروي تاريخ بغداد القديم والحديث,فنان شاب يرسم تفاصيل جدارية كبيرة تصور مشاهد من الحياة البغدادية على جدار مدرسة قديمة في الأعظمية (الجزيرة),ثقافة,العراق
848,شباب جيبوتي يطلقون حملة لمحو الأمية الرقمية في القرى النائية,مجموعة من الشباب والمتطوعين يجتمعون حول أجهزة حاسوب محمولة داخل مركز اجتماعي ريفي في ضواحي مدينة علي صبيح (رويترز),قضايا اجتماعية,جيبوتي
849,فنانات فلسطينيات يزينّ جدران الخليل برسوم عن التراث الشعبي الغائب,مجموعة من الشابات ينتهين من رسم جدارية تمثل زفة العروس الفلسطينية أمام أحد بيوت البلدة القديمة (عدسة محمد خميس),ثقافة,فلسطين
850,مشروع جديد لتحسين تغطية الإنترنت في المناطق الريفية بالصومال بدعم من منظمات دولية,فنيون صوماليون يثبتون معدات اتصالات حديثة على برج في قرية نائية شمال مقديشو (رويترز),تقنية,الصومال
851,شباب الوصل يحرزون لقب كأس السوبر الإماراتي لكرة القدم للمرة الأولى,لاعبو فريق الوصل يحتفلون بالكأس في استاد آل مكتوم وسط حضور جماهيري كبير ورفع الأعلام الصفراء في المدرجات,رياضة,الإمارات
852,مدارس جيبوتي الحكومية تدخل التجهيزات الرقمية لأول مرة في الأرياف,معلم يشرح درساً باستخدام جهاز لوحي في فصل من الطوب المحلي بقرية تبعد 80 كيلومتراً عن العاصمة (ديجيبو - أحمد موسى),تعليم,جيبوتي
853,البنك المركزي الليبي يدرس إجراءات جديدة للحد من تدهور سعر الدينار,مبنى البنك المركزي الليبي في طرابلس يرفرف عليه العلم الوطني وسط حركة نشطة للمواطنين (رويترز),اقتصاد,ليبيا
854,عُمان تطلق أول منصة رقمية للمزادات على التحف والمقتنيات المحلية,موظفون يعرضون قطعاً فنية عمانية نادرة عبر شاشات تفاعلية في مقر المنصة بالعاصمة مسقط (العمانية),تقنية,عُمان
855,نادي جبل المكبر يتوج بطلاً لدوري كرة القدم الفلسطيني للمرة الثالثة في تاريخه,فرحة عارمة بين لاعبي جبل المكبر وجماهيرهم في ملعب فيصل الحسيني بعد صافرة النهاية (رويترز),رياضة,فلسطين
856,انتشار غير مسبوق للحُمى النزفية في محافظة حضرموت يربك القطاع الصحي,طاقم طبي يجهز غرفة عزل خاصة بمستشفى سيئون المركزي استعداداً لاستقبال حالات مشتبه بها بالحُمى النزفية (وزارة الصحة اليمنية),صحة,اليمن
857,البحرين تطلق أول محطة تجريبية لتحويل طاقة أمواج الخليج إلى كهرباء,مهندسون بحرينيون يراقبون منصة عائمة لاستخراج الطاقة من الأمواج على الساحل الشمالي للبلاد (وكالة الأنباء البحرينية),طاقة,البحرين
858,موجة حمى التيفوئيد تضرب القرى الجبلية في تيزي وزو وتحذيرات من تلوث مصادر المياه,عاملون صحيون يجمعون عينات من مياه أحد الينابيع في قرية آيت يحيى بتيزي وزو لفحصها بعد تفشي حالات التسمم (الجزيرة),صحة,الجزائر
