id,title,caption,topic,country,model_source
489.0,أطفال الشوارع في جيبوتي: مبادرات مجتمعية لمواجهة ظاهرة متفاقمة,أطفال يتلقون وجبات غذائية في مركز لرعاية الأطفال بالعاصمة جيبوتي، ضمن مبادرات مجتمعية لمكافحة ظاهرة أطفال الشوارع (صورة خاصة).,قضايا اجتماعية,جيبوتي,gemini
490.0,العراق: تصاعد مقلق لأعداد المدمنين الشباب يدفع مراكز التأهيل للاستغاثة,شباب عراقيون يشاركون في جلسة توعية حول مخاطر تعاطي المخدرات في مركز مجتمعي بمدينة الموصل، في ظل الضغوط المتزايدة على مراكز العلاج والتأهيل التي تناضل لتلبية الاحتياجات المتزايدة. (رويترز),قضايا اجتماعية,العراق,gemini
491.0,تصادم عنيف يودي بحياة وإصابة العشرات على طريق جنين - نابلس,فرق الإنقاذ والدفاع المدني تتعامل مع آثار تصادم عنيف بين عدة مركبات على طريق جنين-نابلس، وسط حالة من الاستنفار.,حوادث,فلسطين,gemini
492.0,مبادرة مدنية سودانية جديدة.. هل تنجح في تضييق هوة الانقسام؟,لقاءات مكثفة بين قوى مدنية سودانية في أديس أبابا لبحث رؤية موحدة لمستقبل البلاد (رويترز),سياسة,السودان,gemini
493.0,السقايات التاريخية تعود للحياة: شباب مغربي يطلق مبادرة لإنقاذ كنوز المدن العتيقة,شباب متطوعون يعملون بجد على ترميم ونقش تفاصيل سقاية تاريخية بأحد الأزقة الضيقة في المدينة القديمة بمراكش. (المصدر: وكالة المغرب العربي للأنباء),مجتمع,المغرب,gemini
494.0,فواتير باهظة وشلل صناعي: أزمة الكهرباء المزمنة تخنق الاقتصاد العراقي,صاحب ورشة صغيرة في بغداد يقف عاجزاً أمام فواتير الكهرباء المرتفعة وفاتورة صيانة مولد الكهرباء الخاص به، الذي يعمل لساعات طويلة يومياً لتعويض النقص الحاد في الشبكة الوطنية.,اقتصاد,العراق,gemini
495.0,عُمان تدشن برنامجاً وطنياً للكشف المبكر عن هشاشة العظام لتعزيز صحة المجتمع,طبيب يشرح نتائج فحص كثافة العظام لمواطنة عُمانية ضمن حملة توعوية في أحد المراكز الصحية بالسلطنة (وكالة الأنباء العُمانية).,صحة,عُمان,gemini
496.0,تونس: مشروع قانون جديد للجمعيات يثير مخاوف منظمات المجتمع المدني,نشطاء المجتمع المدني في تونس خلال وقفة احتجاجية أمام مقر البرلمان (رويترز),سياسة,تونس,gemini
497.0,"فلسطين تدشن ""أكاديمية الأمل"" في بيت لحم ل nurturing المواهب الكروية الشابة",لقطة واسعة من الأعلى تظهر الملاعب الخضراء الحديثة والمرافق المتكاملة لأكاديمية كرة القدم الجديدة في بيت لحم، مع مجموعة من اللاعبين الشباب يرتدون الزي الرياضي ويقومون بتدريبات خفيفة (وكالة الأنباء الفلسطينية).,رياضة,فلسطين,gemini
498.0,منظمات مجتمع مدني تحذر من تفاقم ظاهرة عمالة الأطفال في اليمن,طفل يمني يحاول بيع عبوات المياه في تقاطع مروري بالعاصمة صنعاء، في مشهد بات مألوفاً يعكس حجم الأزمة الإنسانية (رويترز).,قضايا اجتماعية,اليمن,gemini
499.0,مخلفات الحروب تهدد حياة الفلاحين والأطفال في الأرياف العراقية,مواطن عراقي يشير إلى علامة تحذير من الألغام في أرض زراعية بمنطقة جنوب العراق.,قضايا اجتماعية,العراق,gemini
500.0,"نادي الوحدة يزيح الستار عن ""برنامج النجوم الواعدة"" لتطوير المواهب الشابة",مدربون يقدمون توجيهات للاعبين صغار داخل أحد ملاعب أكاديمية الوحدة الجديدة والمتطورة في أبوظبي.,رياضة,الإمارات,gemini
501.0,إصابة 15 راكباً إثر خروج قطار عن مساره في المنوفية,فرق الإنقاذ والإسعاف في موقع حادث خروج القطار عن مساره بمحافظة المنوفية، حيث يجري نقل المصابين. (وكالات),حوادث,مصر,gemini
502.0,صادرات المنتجات الفلاحية المغربية تسجل طفرة غير مسبوقة رغم تحديات الجفاف,عمال يشرفون على تعبئة صناديق الخضروات والفواكه الطازجة الموجهة للتصدير في مركز فرز بجهة سوس ماسة (الجزيرة),اقتصاد,المغرب,gemini
503.0,الشارقة تطلق مشروعاً وطنياً لتوثيق فنون الأداء الشعبي وتوريثها للأجيال,"مشرفون على المشروع يستعرضون حركات رقصة ""اليولة"" التقليدية مع مجموعة من الشباب المشاركين في ورش العمل التراثية بالشارقة.",ثقافة,الإمارات,gemini
504.0,مصرع ثمانية وإصابة العشرات في انقلاب حافلة بطريق جبلي وعر قرب أزيلال,فرق الإنقاذ والإسعاف في موقع حادث انقلاب الحافلة على الطريق الجبلي الوعر قرب أزيلال بالمغرب (خاص),حوادث,المغرب,gemini
505.0,**الجفاف يفاقم أزمة معيشة المزارعين بالهضاب العليا الجزائرية ويُنذر بهجرة ريفية**,**صورة لمزارع جزائري يتفقد محصولاً متضرراً من نقص المياه في إحدى بلدات ولاية المسيلة، وسط مخاوف من الفقدان الكامل للموسم الزراعي. (وكالة الأنباء الجزائرية)**,قضايا اجتماعية,الجزائر,gemini
506.0,تقرير حقوقي يدق ناقوس الخطر: قصور في تهيئة المؤسسات التعليمية الأردنية لذوي الإعاقة,طالب على كرسي متحرك يواجه صعوبة في الوصول إلى مدخل أحد المباني التعليمية في الأردن، في مشهد يبرز تحديات دمج هذه الفئة.(رويترز),قضايا اجتماعية,الأردن,gemini
507.0,مبادرة شبابية لبنانية تطلق مشروعاً لتوثيق الأغاني الفولكلورية المهددة بالاندثار,فريق من الباحثين الشباب يوثقون أغنية تراثية من إحدى السيدات المسنات في قرية بجبل لبنان، ضمن جهود لإنقاذ الموروث الفني من النسيان (صورة خاصة),ثقافة,لبنان,gemini
508.0,لبنان يُطلق مرحلة توسعية جديدة لشبكة الألياف البصرية لتعزيز الاتصال ودعم الاقتصاد الرقمي,فنيون متخصصون يعملون على مد وتركيب كابلات الألياف البصرية ضمن مشروع التحديث في أحد الأحياء اللبنانية.,تقنية,لبنان,gemini
509.0,شباك خاوية ومحركات صامتة.. صيادو تونس يصارعون لقمة العيش في بحر متقلب,صياد تونسي مسن يتفحص شباكه الفارغة على متن قاربه التقليدي في ميناء بنزرت، معبراً عن القلق العميق بشأن مستقبل مهنة الأجداد في ظل تدهور الثروة السمكية وارتفاع تكاليف التشغيل. (رويترز),اقتصاد,تونس,gemini
510.0,"مرض ""الغرغرينا المائية"" يهدد آلاف الطيور في محمية ""حوض أرغين"" بموريتانيا",طيور النورس والخطاف تتجمع على سواحل محمية حوض أرغين الوطنية، التي تواجه تحدياً بيئياً خطيراً يهدد التنوع البيولوجي الفريد للمنطقة.,بيئة,موريتانيا,gemini
511.0,البرلمان الجزائري يصادق على مشروع قانون لتعزيز صلاحيات المجالس البلدية,أعضاء المجلس الشعبي الوطني الجزائري يرفعون أيديهم خلال جلسة تصويت على مشروع قانون في مقر البرلمان بالعاصمة (وكالة الأنباء الجزائرية),سياسة,الجزائر,gemini
512.0,الأردن يطلق خطة استراتيجية لتعزيز مرونة الشبكة الكهربائية في مواجهة تحديات الطاقة المتجددة,مهندسون أردنيون يتابعون بيانات تدفق الطاقة من لوحة تحكم متطورة بمركز عمليات الشبكة في عمان (رويترز).,طاقة,الأردن,gemini
513.0,"""حزمة دعم"" طارئة تخفف الأعباء عن آلاف الأسر اللبنانية لتأمين عودة الطلاب للمدارس الرسمية",طفلان لبنانيان يستعرضان كتبهما المدرسية الجديدة داخل غرفة صفية في إحدى المدارس الرسمية بلبنان.,تعليم,لبنان,gemini
514.0,سوريا تتقدم بطلب رسمي لاستضافة بطولة آسيا للشباب وسط تحديثات واسعة لمرافقها الرياضية,لقطة بانورامية من ملعب الفيحاء في دمشق تُظهر أعمال التجديد في المدرجات وأرضية الملعب استعداداً لاستضافة الفعاليات الدولية (وكالات).,رياضة,سوريا,gemini
515.0,الرباط تستضيف مؤتمراً إقليمياً رفيع المستوى حول تحديات الأمن المائي في منطقة الساحل,وفود من دول الساحل وشمال أفريقيا خلال الجلسة الافتتاحية للمؤتمر الإقليمي حول الأمن المائي في العاصمة المغربية الرباط (وكالة الأنباء المغربية),سياسة,المغرب,gemini
516.0,معالجة عاجلة لأزمة الكهرباء: السودان يطلق مشروعاً ضخماً للطاقة الشمسية بقدرة 300 ميجاوات,صورة جوية تُظهر امتداد الألواح الشمسية ضمن مشروع محطة طاقة شمسية جديدة في ولاية النيل الأبيض، تهدف إلى دعم الشبكة الوطنية للكهرباء في السودان.,طاقة,السودان,gemini
517.0,فلسطين: جهود مضاعفة لتوفير التعليم المبكر لأطفال التجمعات البدوية في الضفة الغربية,أطفال من تجمع بدوي في الضفة الغربية يتلقون دروسًا أولية ضمن مبادرات مجتمعية لسد فجوة التعليم المبكر (وكالة الأنباء الفلسطينية),تعليم,فلسطين,gemini
518.0,"جيبوتي تعلن عن ""استراتيجية رقمية 2030"" لتحويلها لمركز إقليمي للبيانات والترابط",خريطة توضيحية لمسارات الكابلات البحرية التي تمر عبر جيبوتي، تبرز موقعها الاستراتيجي كبوابة رقمية (إيه إف بي).,تقنية,جيبوتي,gemini
519.0,دراسة كويتية حديثة تحذر من تزايد اضطرابات القلق والاكتئاب لدى المراهقين بسبب وسائل التواصل الاجتماعي,مجموعة من الشباب الكويتيين ينشغلون بهواتفهم الذكية في مركز تجاري بمدينة الكويت (وكالة الأنباء الكويتية - أرشيف),قضايا اجتماعية,الكويت,gemini
520.0,المغرب يطلق برنامجاً وطنياً للهيدروجين الأخضر بمليارات الدولارات لدعم تنافسيته العالمية,خارطة طريق الهيدروجين الأخضر التي أطلقتها الحكومة المغربية، تُظهر المناطق الواعدة للمشاريع الكبرى وفرص الاستثمار في البنيات التحتية (الوكالة المغربية للطاقة المستدامة).,طاقة,المغرب,gemini
521.0,"تكتل نيابي لبناني يطلق ""نداء بيروت"" لحلحلة العقدة الرئاسية",نواب لبنانيون يغادرون جلسة برلمانية سابقة في ساحة النجمة ببيروت، التي تشهد حراكاً سياسياً مكثفاً حول الاستحقاق الرئاسي (رويترز).,سياسة,لبنان,gemini
522.0,اكتشاف أثري يكشف عن عمق الحضارة القديمة في صحراء تبوك السعودية,صورة مقربة لنقوش صخرية قديمة تصور حيوانات برية وكائنات بشرية، محفورة بدقة على صخرة رملية في موقع أثري بمنطقة تبوك.,ثقافة,السعودية,gemini
523.0,الجفاف يفتك بالمساحات الزراعية شمال شرق سوريا ويهدد الأمن الغذائي,مزارع سوري يتفقد حقلاً متصدعاً في ريف الحسكة الشمالي، بعد موسم زراعي تضرر بشدة من نقص الأمطار (رويترز).,بيئة,سوريا,gemini
524.0,الكويت تدشن منطقة اقتصادية حرة جديدة بمليارات الدنانير لتحفيز القطاع اللوجستي وريادة الأعمال,عرض ثلاثي الأبعاد للمخطط الرئيسي للمنطقة الاقتصادية الحرة الجديدة شمال الكويت، يبرز تصميماً حديثاً للبنية التحتية وشبكة الطرق والمرافق اللوجستية المتكاملة، مع مساحات مخصصة للموانئ الجافة والمستودعات الذكية.,اقتصاد,الكويت,gemini
525.0,الجزائر تفعل خطة وطنية شاملة لمواجهة تحدي حرائق الغابات,طائرة إطفاء مائية تُلقي حمولتها على بؤرة حريق في غابات شمال الجزائر، ضمن جهود مكافحة الحرائق الموسمية. (وكالة الأنباء الجزائرية),بيئة,الجزائر,gemini
526.0,تأجيل دوري كرة السلة السوداني للمرة الثالثة بسبب صيانة غير مكتملة للقاعات الرئيسية,عمال يقومون بأعمال إصلاحات بسيطة في سقف صالة رياضية تبدو قديمة ومتهالكة، بينما مقاعد المتفرجين في الأسفل خالية من الجمهور (وكالة الأنباء السودانية),رياضة,السودان,gemini
527.0,اكتشاف علمي جديد يعزز آمال صمود الشعاب المرجانية في البحر الأحمر المصري,غواصون يوثّقون عينة من الشعاب المرجانية المكتشفة حديثًا قبالة سواحل مرسى علم (معهد علوم البحار والمصايد),بيئة,مصر,gemini
528.0,جزر القمر تدشن أول مركز متخصص للعلاج الطبيعي وإعادة التأهيل بدعم دولي,صورة تظهر مريضاً يتلقى جلسة علاج طبيعي في المركز الجديد بالعاصمة موروني، بحضور مسؤولين محليين ودوليين (تصوير: وكالة الأنباء القمرية).,صحة,جزر القمر,gemini
529.0,وفاة عامل وإصابة 4 آخرين إثر انهيار رافعة في موقع إنشاءات بالوكرة,فرق الدفاع المدني والإسعاف تهرع إلى موقع حادث انهيار الرافعة في مشروع قيد الإنشاء بمدينة الوكرة، وسط جهود لإجلاء المصابين (مصدر محلي).,حوادث,قطر,gemini
530.0,"بعد تألق ""الكواهير"".. جزر القمر تبحث عن استراتيجية لتطوير المواهب الكروية الشابة",لاعبون صغار يتدربون على كرة القدم بملعب ترابي في قرية بجزر القمر، أملًا في محاكاة نجوم منتخبهم الوطني.,رياضة,جزر القمر,gemini
531.0,قمة الدوحة: قطر تطلق مبادرة دولية لتعزيز أمن الملاحة بالبحر الأحمر,"وزير الخارجية القطري، الشيخ سلطان بن خالد، يصافح نظيره الياباني خلال الجلسة الافتتاحية لـ""قمة الدوحة للأمن البحري"" بحضور ممثلي دول ومنظمات دولية (وكالة الأنباء القطرية).",سياسة,قطر,gemini
532.0,الكويت تدشن مركزاً وطنياً للكشف المبكر عن الأمراض المزمنة ضمن خطتها لتعزيز الصحة الوقائية,جانب من الفحوصات الطبية في المركز الوطني الجديد للكشف المبكر عن الأمراض المزمنة (وزارة الصحة الكويتية),صحة,الكويت,gemini
533.0,لبنان: نقص حاد في أدوية السرطان يفاقم معاناة المرضى وخطر إيقاف العلاج,شاب يتلقى العلاج الكيميائي في أحد المستشفيات اللبنانية في ظل مخاوف من توقف الإمدادات (رويترز),صحة,لبنان,gemini
534.0,"السعودية تُطلق مركز ""إلهام"" الوطني لعلوم الرياضة وتطوير المواهب","صورة توضيحية لتصميم مركز ""إلهام"" الرياضي الجديد الذي سيضم أحدث المختبرات والتقنيات لخدمة الرياضيين السعوديين (واس)",رياضة,السعودية,gemini
535.0,"قطر تطلق ""الإطار الوطني للاقتصاد الدائري"" لتعزيز تنافسية الصناعات المستدامة",جانب من مركز قطر للابتكار والتكنولوجيا في واحة العلوم والتكنولوجيا بالدوحة، حيث يتوقع أن تحتضن مشاريع الاقتصاد الدائري الجديدة.,اقتصاد,قطر,gemini
536.0,قطر تدشن مركزها السيادي للبيانات بتكنولوجيا متقدمة لدعم التحول الرقمي,صفوف من الخوادم المضيئة والمتطورة داخل أحد أقسام المركز السيادي للبيانات الجديد في الدوحة، يعكس الاستثمار القطري في تكنولوجيا البنية التحتية.,تقنية,قطر,gemini
537.0,تحذيرات أممية من تفشي حمى الضنك في السودان مع تدهور البنى التحتية الصحية وتشتت السكان,فرق طبية متنقلة تجري فحوصات في أحد مخيمات النزوح بولاية الجزيرة، وسط تحديات كبيرة للسيطرة على بؤر انتشار حمى الضنك (رويترز).,صحة,السودان,gemini
538.0,الأردن يطلق حزمة حوافز غير مسبوقة لتعزيز صادرات الصناعات التحويلية وتوقعات بضخ استثمارات قياسية,عمال في إحدى مصانع منطقة القويرة الاقتصادية بالأردن، حيث تسعى المملكة لتعزيز الاستثمار في القطاعات الصناعية الواعدة.,اقتصاد,الأردن,gemini
539.0,الكويت تعلن عن خطة شاملة لتعزيز مساهمة القطاع الخاص في الناتج المحلي الإجمالي,أبراج مدينة الكويت الحديثة ترمز للتطلعات الاقتصادية المستقبلية للدولة (رويترز),اقتصاد,الكويت,gemini
540.0,أطفال مبروكي في جيبوتي.. هل ينهي البحث عن الماء رحلتهم التعليمية؟,أطفال يحملون أوعية الماء على طول طريق ترابي قاحل بالقرب من قرية مبروكي، في طريقهم من وإلى المدرسة في منطقة تاجورا (الفرنسية).,قضايا اجتماعية,جيبوتي,gemini
541.0,جيبوتي: البرلمان يقر حزمة إصلاحات انتخابية تمهيداً للاستحقاقات القادمة,رئيس البرلمان الجيبوتي يترأس الجلسة العامة للتصويت على مشروع قانون الإصلاحات الانتخابية بحضور عدد من النواب (وكالة أنباء جيبوتي),سياسة,جيبوتي,gemini
542.0,الكويت تدشن التشغيل الكامل لمشروع الوقود البيئي في مصفاة ميناء الأحمدي,لقطة جوية لمجمع مصفاة ميناء الأحمدي الصناعي الحديث بعد اكتمال مشروع الوقود البيئي، تظهر الأبراج والمرافق المتطورة (مؤسسة البترول الكويتية),طاقة,الكويت,gemini
543.0,تقرير يرصد ارتفاعاً ملحوظاً في إقبال الشباب الإماراتي على المبادرات المجتمعية,شباب وشابات إماراتيون يشاركون بفعالية في تنظيم حدث ثقافي مجتمعي، مما يعكس تزايد الوعي بأهمية المساهمة المدنية. (جهات منظمة),قضايا اجتماعية,الإمارات,gemini
544.0,"في تلال القدس: مبادرة ""شجر الصمود"" تكافح شح المياه وتغير المناخ بزراعة المحاصيل المقاومة",متطوعون يعملون على زراعة أشجار مقاومة للجفاف في منطقة مكشوفة بتلال القدس مع ظهور المنازل الفلسطينية في الخلفية (وكالة وفا),مجتمع,فلسطين,gemini
545.0,اكتشاف مقبرة أثرية نوبية فريدة تلقي ضوءاً جديداً على الفن الجنائزي في مملكة مروي,فريق تنقيب سوداني ألماني يكشف عن جداريات ملونة ومقتنيات ذهبية داخل حجرة دفن لم تُمس منذ آلاف السنين في منطقة البجراوية (المركز القومي للآثار والمتاحف، السودان),ثقافة,السودان,gemini
546.0,ارتفاع أسعار المحروقات يضاعف الأعباء المعيشية في سوريا وسط شح الموارد,مواطنون سوريون يتفقدون أسعار الوقود على لوحة إعلانية لمحطة محروقات في دمشق، تظهر ارتفاعاً جديداً (رويترز),اقتصاد,سوريا,gemini
547.0,البحرين تدشن مبادرة وطنية ضخمة لتعزيز كفاءة الطاقة في مرافقها العامة,واجهة مبنى حكومي حديث في المنامة تظهر عليه ألواح طاقة شمسية ومستشعرات ذكية ترشيداً للاستهلاك (وكالة الأنباء البحرينية),طاقة,البحرين,gemini
548.0,كارثة بحرية تهز جزر القمر: غرق عبارة ركاب يودي بحياة 23 شخصاً و15 في عداد المفقودين,"فرق البحث والإنقاذ تجلي ناجين وتواصل عمليات التمشيط في موقع غرق عبارة ""الأمل"" قبالة السواحل الشمالية لجزيرة القمر الكبرى، 25 مارس/آذار 2024 (الوكالة الوطنية للإغاثة)",حوادث,جزر القمر,gemini
549.0,"موريتانيا تطلق ""مبادرة حماية التراث"" لإنعاش الحرف اليدوية المهددة بالاندثار",إحدى الحرفيات الموريتانيات تعرض منتجاً يدوياً تقليدياً، مصنوعاً من الجلود ومزيناً بالخرز، خلال ورشة عمل ضمن فعاليات المبادرة الجديدة لحماية التراث.,ثقافة,موريتانيا,gemini
550.0,البحرين تدشن استراتيجية جديدة لجذب الاستثمارات في قطاعات الاقتصاد المستقبلي,عرض مرئي لمشروع تنموي جديد في العاصمة المنامة يرمز للنمو الاقتصادي والتطور التكنولوجي، في إطار رؤية البحرين الاقتصادية 2030 (وكالة الأنباء البحرينية),اقتصاد,البحرين,gemini
551.0,موانئ ليبيا: تحديثات طموحة لإنعاش حركة التجارة الدولية,رافعة حاويات حديثة في ميناء الخمس، شرق طرابلس، كجزء من خطة التحديث الرامية لزيادة الكفاءة التشغيلية (محلية/AP),اقتصاد,ليبيا,gemini
552.0,الكويت تسرع خطى التحول الأخضر بمشروع محطة الشقايا للطاقة المتجددة,لمحة جوية تظهر امتداد حقول الألواح الشمسية في مجمع الشقايا بالكويت، كجزء من خطة البلاد الطموحة للتحول نحو الطاقة النظيفة.,طاقة,الكويت,gemini
553.0,ليبيا تطلق مشروعاً وطنياً لتأهيل آلاف الشباب مهنياً في المناطق الجنوبية,شباب ليبيون يتدربون على مهارات كهرباء السيارات في أحد مراكز التدريب المهني في أوباري، جنوب ليبيا، ضمن المشروع الوطني لتطوير التعليم المهني (وكالة الأنباء الليبية).,تعليم,ليبيا,gemini
554.0,الصومال تطلق برنامجاً وطنياً لدمج أطفال المجتمعات الرعوية في منظومة التعليم,أطفال من المجتمعات الرعوية يحضرون درساً في خيمة مدرسية متنقلة بإحدى المناطق النائية بالصومال.,تعليم,الصومال,gemini
555.0,الجزائر تدشن مجمعاً ضخماً لمراكز البيانات لتعزيز السيادة الرقمية وتوطين الخدمات,مهندسون جزائريون يعاينون لوحات تحكم حديثة داخل إحدى الوحدات الفنية بمجمع مراكز البيانات الجديد الذي تم افتتاحه، في إطار مساعي البلاد لتأمين بنيتها الرقمية (و.أ.ج),تقنية,الجزائر,gemini
556.0,"السعودية تراهن على ""الخُضرة الزرقاء"": ملايين المانجروف لتعزيز مرونة سواحل البحر الأحمر",عمال يقومون بزراعة شتلات المانجروف في المياه الضحلة بالبحر الأحمر، ضمن مبادرة المملكة لتوسيع الغابات الساحلية (واس).,بيئة,السعودية,gemini
557.0,مستشفيات غزة تحذر من كارثة صحية وشيكة تهدد مرضى الكلى جراء نقص الوقود والأدوية,مريض يتلقى جلسة غسيل كلوي في أحد مستشفيات قطاع غزة، في ظل تحذيرات طبية من توقف الخدمات الحيوية بسبب النقص الحاد في المستلزمات الأساسية (وزارة الصحة الفلسطينية).,صحة,فلسطين,gemini
558.0,دمشق تكافح: خطط جديدة لترشيد الوقود والأزمة تضرب قطاعات رئيسية,طابور طويل من سيارات الأجرة والحافلات بانتظار التزود بالوقود في إحدى محطات العاصمة دمشق، مع انعكاسات الأزمة على حركة النقل (وكالات),طاقة,سوريا,gemini
559.0,"بالتأهيل والتمكين.. نساء سيدي بوزيد يبعثن الحياة في حرفة ""المرقوم"" التونسي الأصيل","نساء من ولاية سيدي بوزيد يشاركن بجد في ورشة لنسج ""المرقوم"" التونسي، في إطار مشروع مجتمعي يهدف لتدريب الأجيال الجديدة والحفاظ على الموروث الثقافي للمنطقة.",مجتمع,تونس,gemini
560.0,قطر تدشن بوابة الخليج اللوجستية الجديدة بتكلفة 15 مليار ريال لتعزيز مكانتها التجارية,وزير التجارة والصناعة القطري يشرف على إطلاق المرحلة الأولى من مشروع البوابة اللوجستية العملاقة الهادفة لربط قطر بالأسواق الإقليمية والدولية (قنا),اقتصاد,قطر,gemini
561.0,تساؤلات حول مستقبل الأجيال الشابة في ليبيا مع تزايد تحديات التعليم والبطالة,شباب ليبيون يبحثون عن فرص عمل في مدينة مصراتة، وسط تزايد معدلات البطالة (أسوشيتد برس),قضايا اجتماعية,ليبيا,gemini
562.0,"قطر تدشن ""لؤلؤة الخليج"": مركز عالمي لحفظ التراث البحري وتوثيق قصص الغواصين الأوائل","زوار يتفاعلون مع شاشة عرض ثلاثية الأبعاد داخل مركز ""لؤلؤة الخليج"" تعرض محاكاة لرحلة غوص تقليدية (الجزيرة)",ثقافة,قطر,gemini
563.0,"العراق يواجه موجة غبار ""تاريخية"": عشرات الإصابات وتحذيرات صحية عاجلة",مدينة الموصل تغرق في سحابة كثيفة من الغبار البرتقالي، سيارات تسير ببطء شديد وأنوارها مضاءة بالكاد تخترق الرؤية شبه المعدومة.,بيئة,العراق,gemini
564.0,ليبيا تطلق مشروعاً وطنياً لتعزيز إمدادات الغاز لمحطات توليد الكهرباء,فنيون يراقبون سير العمل في محطة لمعالجة الغاز شرق طرابلس (رويترز),طاقة,ليبيا,gemini
565.0,الإمارات تدشن منطقة اقتصادية متخصصة لدعم صناعات الدواء وتصنيع اللقاحات,مجسم لمخطط المنطقة الاقتصادية الجديدة المخصصة للصناعات الدوائية في إمارة الشارقة.,اقتصاد,الإمارات,gemini
566.0,مبادرات مجتمعية أردنية تُنعش الحرف التراثية في الأرياف لتمكين الشباب,شابة أردنية تتقن فن صناعة الفخار التقليدي في ورشة تدريبية ضمن مبادرة لدعم الحرفيين في إحدى قرى جرش شمال الأردن.,مجتمع,الأردن,gemini
567.0,جزر القمر تطلق حملة وطنية واسعة لمكافحة التلوث البلاستيكي البحري,متطوعون من المجتمع المحلي يجمعون النفايات البلاستيكية على أحد شواطئ جزيرة أنجوان، جزر القمر، في مبادرة بيئية لمكافحة المخلفات البحرية (منظمة حماية البيئة المحلية).,بيئة,جزر القمر,gemini
568.0,زحف الرمال يهدد سلة خبز العراق.. آلاف الدونمات الزراعية تتحول إلى صحراء,تلال رملية تزحف على أراضٍ زراعية بوار في محافظة المثنى جنوبي العراق (رويترز),بيئة,العراق,gemini
569.0,نقاشات حادة بالبرلمان الموريتاني: جدل حول تعديلات قانون المصائد السمكية,صورة عامة لقبة البرلمان الموريتاني خلال جلسة نقاش صاخبة حول مشروع قانون جديد (وكالة الأنباء الموريتانية).,سياسة,موريتانيا,gemini
570.0,ذخيرة غير منفجرة تودي بحياة طفلين وتصيب آخرين بريف حماة,فرق الهندسة العسكرية تبحث عن ذخائر غير منفجرة في منطقة سكنية بسوريا (رويترز - أرشيف),حوادث,سوريا,gemini
571.0,الجفاف يضرب سهول حوران للموسم الثالث ويضع الأمن الغذائي السوري على المحك,مزارع سوري يتفحص حقلاً قاحلاً من القمح، تظهر عليه آثار الجفاف الشديد في سهل حوران جنوب سوريا (رويترز).,بيئة,سوريا,gemini
572.0,نادي الحسين إربد يُتوّج بلقب الدوري الأردني لأول مرة في تاريخه بعد مشوار درامي,لاعبو نادي الحسين إربد يرفعون كأس درع الدوري وسط احتفالات جماهيرية صاخبة في مدينة إربد (رويترز),رياضة,الأردن,gemini
573.0,"قطر تدشن مجمع ""الواحة المستدامة"" لتعزيز الابتكار في الاقتصاد الأخضر","عرض ثلاثي الأبعاد لمجمع ""الواحة المستدامة"" الصناعي الجديد في الدوحة، يظهر وحدات تكنولوجية متطورة ومساحات خضراء شاسعة تعتمد على الطاقة الشمسية (وكالة الأنباء القطرية)",اقتصاد,قطر,gemini
574.0,ليبيا تفتتح 5 مراكز تدريب مهني جديدة لتعزيز قدرات الشباب بسوق العمل,طلاب ليبيون يتدربون على مهارات تقنية حديثة داخل أحد مراكز التدريب المهني التي تم افتتاحها مؤخراً في بنغازي، في إطار خطة وطنية لتعزيز التعليم الفني.,تعليم,ليبيا,gemini
575.0,تداعيات كارثية لنقص المياه النظيفة: منظمات إغاثية تحذر من تفشي أمراض الأمعاء شمال غرب سوريا,أطفال سوريون يملأون عبوات مياه من نقطة توزيع، في ظل تحديات توفير المياه الصالحة للشرب شمال غرب البلاد (صورة أرشيفية).,صحة,سوريا,gemini
576.0,العراق يُطلق مرحلة متقدمة في مشروع استغلال الغاز المصاحب لتعزيز الطاقة وتقليل الانبعاثات,أبراج تكرير الغاز ومعدات ثقيلة في موقع مشروع معالجة الغاز المصاحب في حقل الزبير النفطي بالبصرة، ضمن جهود العراق لزيادة إنتاج الكهرباء وخفض التلوث.,طاقة,العراق,gemini
577.0,تحذيرات بيئية مكثفة من تسارع تدهور غابات السنط في الصومال بسبب تنامي الطلب على الفحم,مشهد لأشجار مقطوعة وأكوام من الفحم النباتي في منطقة ريفية جنوب الصومال (أسوشيتد برس).,بيئة,الصومال,gemini
578.0,موريتانيا: مبادرة مجتمعية في أطار تقود جهود التحريج لمواجهة زحف الرمال,نساء وشباب من المجتمع المحلي في أطار، بمنطقة آدرار، يشاركون في غرس شتلات مقاومة للجفاف ضمن حملة بيئية واسعة؛ تهدف إلى حماية الواحات وتعزيز التنوع البيولوجي. (الصحراء ميديا),مجتمع,موريتانيا,gemini
579.0,الكويت تطلق استراتيجية وطنية شاملة لدعم الصحة النفسية للشباب والمراهقين,لقطة لمجموعة من الشباب الكويتيين يتفاعلون في جلسة حوار مفتوحة ضمن فعاليات توعوية عن الصحة النفسية (وزارة الصحة).,صحة,الكويت,gemini
580.0,نقص حاد في المياه وتكاليف الإنتاج المرتفعة تضرب القطاع الزراعي السوري: مخاوف من تفاقم أزمة الغذاء,مزارع سوري يقف على أرض قاحلة في حقل متأثر بالجفاف في ريف الحسكة شمال شرق سوريا، يعكس التحديات المتزايدة التي تواجه الزراعة المحلية.,اقتصاد,سوريا,gemini
